Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus #congue,3058355552038320,2020-07-31 20:17 +0000,246,2,0.008130081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa #bibendum,6976325398774890,2020-07-31 20:15 +0000,301,3,0.009966777,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat #ante,908593996734688,2020-07-31 20:06 +0000,5287,430,0.081331568,6,7,32,25,93,6,93,0,0,0,0,0,0,168,168
quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam #eleifend,9850223281092250,2020-07-31 20:02 +0000,459,1,0.002178649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec #non,3859154520604540,2020-07-31 17:18 +0000,177,2,0.011299435,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #maecenas,6026863473370670,2020-07-31 16:58 +0000,252,5,0.01984127,0,0,4,0,0,0,0,0,0,0,0,0,0,76,1
dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat #morbi,2418892078619550,2020-07-31 14:31 +0000,551,6,0.010889292,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #etiam,4587054582686890,2020-07-31 14:27 +0000,869,6,0.006904488,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris #nibh,3307946584291540,2020-07-31 12:12 +0000,200,1,0.005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #cras,4960597948005700,2020-07-31 11:58 +0000,227,25,0.110132159,0,0,3,0,1,0,0,0,0,0,0,0,0,21,21
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #maecenas,8307761872051380,2020-07-31 11:51 +0000,195,3,0.015384615,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo #pellentesque,3217285828936310,2020-07-31 04:03 +0000,56,5,0.089285714,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0
tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat #tristique,2815176389286090,2020-07-31 02:55 +0000,1263,50,0.039588282,0,2,8,4,0,2,34,0,0,0,0,0,0,0,0
purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #platea,4484898124789770,2020-07-30 17:37 +0000,91,3,0.032967033,0,0,1,0,0,0,0,0,0,0,0,0,0,30,2
in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus #magna,7161702037460170,2020-07-30 17:28 +0000,231,8,0.034632035,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0
eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas #cursus,2070543097261570,2020-07-30 16:44 +0000,256,9,0.03515625,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus #nulla,556492193417778,2020-07-30 16:00 +0000,188,1,0.005319149,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0
nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient #leo,9260072235757430,2020-07-30 15:57 +0000,375,13,0.034666667,1,0,1,2,3,1,2,0,0,0,0,0,0,3,3
sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut #quisque,7837882894716500,2020-07-30 13:45 +0000,177,1,0.005649718,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0
orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis #tellus,4419375308055070,2020-07-30 11:51 +0000,205,5,0.024390244,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #quisque,1559950372596810,2020-07-30 11:39 +0000,453,40,0.088300221,0,1,0,0,1,0,8,0,0,0,0,0,0,30,30
curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel #amet,9247922935974730,2020-07-30 11:37 +0000,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #dapibus,5079784542978750,2020-07-29 20:31 +0000,420,4,0.00952381,0,0,3,0,0,0,0,0,0,0,0,0,0,60,1
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #ipsum,7988008212650900,2020-07-29 18:45 +0000,501,9,0.017964072,0,0,4,2,0,0,1,0,0,0,0,0,0,2,2
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem #mauris,1139877607186470,2020-07-29 17:48 +0000,171,10,0.058479532,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0
at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis #maecenas,4387856892481590,2020-07-29 17:42 +0000,157,4,0.025477707,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus #sit,8054120625620540,2020-07-29 17:39 +0000,174,1,0.005747126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non #magnis,5931644662031220,2020-07-29 16:16 +0000,93,2,0.021505376,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in #at,6480658025887370,2020-07-29 16:00 +0000,430,15,0.034883721,1,1,4,0,6,0,3,0,0,0,0,0,0,0,0
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas #suspendisse,7581357597196420,2020-07-29 13:35 +0000,684,14,0.020467836,0,1,6,1,2,0,4,0,0,0,0,0,0,126,0
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci #curae,2452215970390690,2020-07-29 12:07 +0000,64,4,0.0625,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #porta,6011430662227040,2020-07-29 12:01 +0000,127,6,0.047244094,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #quam,5368154212092230,2020-07-29 11:58 +0000,757,42,0.055482166,0,5,12,4,0,0,21,0,0,0,0,0,0,0,0
vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta #adipiscing,3257787574598150,2020-07-29 02:29 +0000,124,1,0.008064516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis #sagittis,2022396052760890,2020-07-29 01:13 +0000,143,3,0.020979021,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac #at,7014270625658390,2020-07-28 23:49 +0000,170,6,0.035294118,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis #justo,1670311595857230,2020-07-28 22:00 +0000,218,7,0.032110092,0,0,3,0,0,0,2,0,0,0,0,0,0,72,2
pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta #ut,8056586001353860,2020-07-28 19:16 +0000,193,4,0.020725389,0,0,2,0,0,0,0,0,0,0,0,0,0,43,2
sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam #lorem,2003896984715780,2020-07-28 19:05 +0000,934,150,0.160599572,1,3,22,2,4,0,5,0,0,0,0,0,0,113,113
dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna #sem,2302305632172470,2020-07-28 19:05 +0000,1443,156,0.108108108,0,2,11,1,0,2,140,0,0,0,0,0,0,0,0
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget #risus,8627743634173960,2020-07-28 16:02 +0000,1864,40,0.021459227,0,4,21,0,0,0,15,0,0,0,0,0,0,0,0
leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum #ipsum,256389313724657,2020-07-28 11:28 +0000,319,1,0.003134796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis #quis,3182681349395210,2020-07-27 21:00 +0000,351,6,0.017094017,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse #sit,9485116608057400,2020-07-27 19:23 +0000,235,8,0.034042553,0,0,1,0,0,0,7,0,0,0,0,0,0,37,0
eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla #sed,1512459358721920,2020-07-27 19:05 +0000,2186,118,0.053979872,0,8,52,9,2,0,21,0,0,0,0,0,0,26,26
nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #nec,8668277452677400,2020-07-27 18:15 +0000,2909,48,0.016500516,1,5,8,2,16,1,15,0,0,0,0,0,0,0,0
convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus #dis,5383622584910750,2020-07-27 16:07 +0000,647,22,0.034003091,0,0,6,1,0,0,2,0,0,0,0,0,0,13,13
volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu #gravida,6719550769322420,2020-07-27 15:25 +0000,721,2,0.002773925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum #eros,1783854785020170,2020-07-27 15:02 +0000,385,2,0.005194805,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede #duis,8780866622135770,2020-07-27 14:34 +0000,307,3,0.009771987,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet #vulputate,5153595110371160,2020-07-27 14:27 +0000,356,3,0.008426966,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis #arcu,3874714705595580,2020-07-27 13:08 +0000,2717,79,0.029076187,8,3,15,6,5,0,35,0,0,0,0,0,0,7,7
ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #blandit,7584877410457580,2020-07-27 11:10 +0000,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet #nam,4314160474668040,2020-07-27 11:10 +0000,748,42,0.056149733,0,0,7,19,2,0,10,0,0,0,0,0,0,156,4
venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst #leo,2686728308643140,2020-07-26 22:22 +0000,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis #velit,6494028634582570,2020-07-26 22:06 +0000,413,52,0.12590799,0,2,12,19,0,0,19,0,0,0,0,0,0,0,0
in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit #non,4075462280850110,2020-07-26 21:45 +0000,153,1,0.006535948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat #lacinia,2486976842362540,2020-07-26 21:22 +0000,187,7,0.037433155,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0
convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu #magna,750378519323631,2020-07-26 20:55 +0000,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #ullamcorper,3467096713495090,2020-07-24 23:51 +0000,189,4,0.021164021,0,1,1,0,0,0,2,0,0,0,0,0,0,58,0
etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla #laoreet,4691803731005870,2020-07-24 16:55 +0000,478,12,0.025104603,2,0,5,1,0,0,4,0,0,0,0,0,0,0,0
suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse #odio,3121991673457000,2020-07-24 14:14 +0000,225,7,0.031111111,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0
consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse #ultrices,1909525104382070,2020-07-24 13:39 +0000,180,1,0.005555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec #sapien,3970071564037960,2020-07-24 13:20 +0000,3137,286,0.091169908,4,6,38,4,15,0,32,0,0,0,0,0,0,187,187
morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in #justo,1352213208790670,2020-07-24 12:05 +0000,266,8,0.030075188,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0
nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu #ac,6483525287913870,2020-07-24 01:58 +0000,281,4,0.014234875,0,1,2,0,0,0,0,0,0,0,0,0,0,52,1
nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea #diam,2680239946055050,2020-07-24 00:29 +0000,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi #quis,5495010987734480,2020-07-23 22:09 +0000,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque #tincidunt,3936731568902290,2020-07-23 20:34 +0000,150,3,0.02,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu #tortor,7199558185732780,2020-07-23 20:17 +0000,197,29,0.147208122,0,1,4,1,0,0,0,0,0,0,0,0,0,23,23
ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis #donec,7690841178507960,2020-07-23 18:10 +0000,186,4,0.021505376,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est #etiam,4713745028864850,2020-07-23 17:53 +0000,165,2,0.012121212,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #volutpat,9744116129174660,2020-07-23 17:47 +0000,131,5,0.038167939,0,1,2,0,0,0,2,0,0,0,0,0,0,19,0
vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec #sodales,5130852457146190,2020-07-23 17:43 +0000,133,5,0.037593985,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0
et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa #lacus,2792821199714820,2020-07-23 17:43 +0000,982,8,0.00814664,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere #libero,3696728365683470,2020-07-23 17:30 +0000,2338,91,0.038922156,0,6,10,0,6,0,22,0,0,0,0,0,0,47,47
lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum #duis,9122834825642230,2020-07-23 17:10 +0000,595,2,0.003361345,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin #in,2370394333696750,2020-07-23 17:04 +0000,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris #sem,8847223844450250,2020-07-23 14:39 +0000,272,13,0.047794118,0,2,4,2,3,0,2,0,0,0,0,0,0,0,0
orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat #odio,7678847091578040,2020-07-23 13:33 +0000,792,8,0.01010101,1,0,1,0,2,0,3,0,0,0,0,0,0,1,1
eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in #ut,8766840064635720,2020-07-23 13:31 +0000,243,2,0.008230453,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet #pretium,8469017843955140,2020-07-23 13:24 +0000,144,1,0.006944444,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0
nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat #odio,2380568659016180,2020-07-23 13:22 +0000,136,3,0.022058824,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis #semper,3377106544420290,2020-07-23 13:11 +0000,130,3,0.023076923,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac #id,1046045337078580,2020-07-23 13:07 +0000,160,10,0.0625,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0
curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac #amet,7631309884850380,2020-07-23 12:11 +0000,1284,24,0.018691589,0,1,2,1,0,0,18,0,0,0,0,0,0,192,2
lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate #libero,1756881805876730,2020-07-23 03:04 +0000,358,3,0.008379888,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit #eget,7959523563193710,2020-07-22 19:05 +0000,254,6,0.023622047,0,0,3,0,1,0,1,0,0,0,0,0,0,97,1
vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis #quisque,8244378597914070,2020-07-22 18:30 +0000,167,5,0.02994012,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus #eget,4641529050418920,2020-07-22 17:00 +0000,304,4,0.013157895,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus #augue,2492469170143450,2020-07-22 14:31 +0000,353,5,0.014164306,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat #mauris,7378449793079590,2020-07-21 22:39 +0000,199,8,0.040201005,0,1,2,1,0,0,4,0,0,0,0,0,0,0,0
volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id #amet,3110477317728050,2020-07-21 22:26 +0000,141,3,0.021276596,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet #viverra,9016650110406910,2020-07-21 22:02 +0000,284,7,0.024647887,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0
libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo #nullam,1550582512909700,2020-07-21 17:51 +0000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis #ipsum,9984687376397510,2020-07-21 17:50 +0000,519,1,0.001926782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla #eget,8997769956550520,2020-07-21 16:10 +0000,338,6,0.017751479,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem #in,6312576665955930,2020-07-21 16:04 +0000,1334,32,0.023988006,0,1,9,2,0,0,20,0,0,0,0,0,0,0,0
massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero #tortor,1701404310657900,2020-07-21 15:06 +0000,1647,297,0.180327869,0,1,9,0,0,0,11,0,0,0,0,0,0,276,276
amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat #libero,89859766596271,2020-07-21 15:05 +0000,184,8,0.043478261,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0
eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna #felis,3701223953030590,2020-07-21 14:55 +0000,492,8,0.016260163,0,1,4,0,0,0,1,0,0,0,0,0,0,236,2
montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id #enim,6427193362049550,2020-07-21 02:32 +0000,235,2,0.008510638,0,0,2,0,0,0,0,0,0,0,0,0,0,49,0
